HotelName,Rating,Website,Phone,Details,Address,ZipCode,City
Hotel Elysee,4,http://www.tripadvisor.com/Hotel_Review-g60763-d93340-Reviews-Hotel_Elysee-New_York_City_New_York.html,,,60 E. 54th St.,10022,New York City
Hotel Giraffe,4,http://www.tripadvisor.com/Hotel_Review-g60763-d99762-Reviews-Hotel_Giraffe-New_York_City_New_York.html,,,365 Park Ave S,10016,New York City
Library Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60763-d224221-Reviews-Library_Hotel-New_York_City_New_York.html,,,"299 Madison Ave., at 41st St.",10017,New York City
Chelsea Pines Inn,,http://www.tripadvisor.com/Hotel_Review-g60763-d122020-Reviews-Chelsea_Pines_Inn-New_York_City_New_York.html,,,317 West 14th Street,10014,New York City
Hotel Palomar Philadelphia - a Kimpton Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60795-d1510002-Reviews-Hotel_Palomar_Philadelphia_a_Kimpton_Hotel-Philadelphia_Pennsylvania.html,,,117 South 17th Street,19103,Philadelphia
Hampton Inn Philadelphia International Airport,2.5,http://www.tripadvisor.com/Hotel_Review-g60795-d102472-Reviews-Hampton_Inn_Philadelphia_International_Airport-Philadelphia_Pennsylvania.html,,,8600 Bartram Ave,19153,Philadelphia
Ritz-Carlton Philadelphia,5,http://www.tripadvisor.com/Hotel_Review-g60795-d122332-Reviews-Ritz_Carlton_Philadelphia-Philadelphia_Pennsylvania.html,,,10 Avenue of the Arts,19102,Philadelphia
Radisson Plaza-Warwick Hotel Philadelphia,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d96737-Reviews-Radisson_Plaza_Warwick_Hotel_Philadelphia-Philadelphia_Pennsylvania.html,,,220 South 17th St,19103-6179,Philadelphia
Doubletree by Hilton Philadelphia Center City,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d102480-Reviews-Doubletree_by_Hilton_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,,,237 South Broad Street,19107-5686,Philadelphia
Holiday Inn Express Philadelphia Midtown,2.5,http://www.tripadvisor.com/Hotel_Review-g60795-d96705-Reviews-Holiday_Inn_Express_Philadelphia_Midtown-Philadelphia_Pennsylvania.html,,,1305-11 Walnut Street,19107,Philadelphia
The Inn At The Union League,,http://www.tripadvisor.com/Hotel_Review-g60795-d249126-Reviews-The_Inn_At_The_Union_League-Philadelphia_Pennsylvania.html,,,1450 Sansom Street,19102,Philadelphia
Sheraton Philadelphia Society Hill Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60795-d112145-Reviews-Sheraton_Philadelphia_Society_Hill_Hotel-Philadelphia_Pennsylvania.html,,,One Dock Street,19106,Philadelphia
Latham Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d96712-Reviews-Latham_Hotel-Philadelphia_Pennsylvania.html,,,135 South 17th Street,19103,Philadelphia
Courtyard Philadelphia Downtown,3,http://www.tripadvisor.com/Hotel_Review-g60795-d102463-Reviews-Courtyard_Philadelphia_Downtown-Philadelphia_Pennsylvania.html,,,21 N Juniper Street,19107,Philadelphia
Chestnut Hill Hotel,,http://www.tripadvisor.com/Hotel_Review-g60795-d102550-Reviews-Chestnut_Hill_Hotel-Philadelphia_Pennsylvania.html,,,8229 Germantown Avenue,19118,Philadelphia
Loews Philadelphia Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60795-d112132-Reviews-Loews_Philadelphia_Hotel-Philadelphia_Pennsylvania.html,,,1200 Market Street,19107,Philadelphia
Hampton Inn Philadelphia Convention Center,3,http://www.tripadvisor.com/Hotel_Review-g60795-d224279-Reviews-Hampton_Inn_Philadelphia_Convention_Center-Philadelphia_Pennsylvania.html,,,1301 Race Street,19107,Philadelphia
Westin Philadelphia,4,http://www.tripadvisor.com/Hotel_Review-g60795-d220059-Reviews-Westin_Philadelphia-Philadelphia_Pennsylvania.html,,,99 South 17th St at Liberty Place,19103,Philadelphia
Penn's View Hotel,3,http://www.tripadvisor.com/Hotel_Review-g60795-d112136-Reviews-Penn_s_View_Hotel-Philadelphia_Pennsylvania.html,,,14 North Front St. & Market,19106,Philadelphia
Le Meridien Philadelphia,4,http://www.tripadvisor.com/Hotel_Review-g60795-d1479774-Reviews-Le_Meridien_Philadelphia-Philadelphia_Pennsylvania.html,,,1421 Arch Street,19102,Philadelphia
Hyatt at the Bellevue,4,http://www.tripadvisor.com/Hotel_Review-g60795-d102510-Reviews-Hyatt_at_the_Bellevue-Philadelphia_Pennsylvania.html,,,200 South Broad Street,19102,Philadelphia
Four Points by Sheraton Philadelphia Airport,3,http://www.tripadvisor.com/Hotel_Review-g60795-d220057-Reviews-Four_Points_by_Sheraton_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,4101A Island Avenue,19153,Philadelphia
Rodeway Inn Center City,2,http://www.tripadvisor.com/Hotel_Review-g60795-d102492-Reviews-Rodeway_Inn_Center_City-Philadelphia_Pennsylvania.html,,,1208 Walnut Street,19107,Philadelphia
Carlyle Hotel,,http://www.tripadvisor.com/Hotel_Review-g60795-d122326-Reviews-Carlyle_Hotel-Philadelphia_Pennsylvania.html,,,1425 Poplar Street,19130,Philadelphia
Oakwood At Pennsylvania House,,http://www.tripadvisor.com/Hotel_Review-g60795-d225277-Reviews-Oakwood_At_Pennsylvania_House-Philadelphia_Pennsylvania.html,,,1500 Chestnut Street,19102,Philadelphia
National at Dockside Apartments,,http://www.tripadvisor.com/Hotel_Review-g60795-d1147532-Reviews-National_at_Dockside_Apartments-Philadelphia_Pennsylvania.html,,,717 S Columbus Blvd,19147,Philadelphia
Kormansuites-Buttonwood Square,,http://www.tripadvisor.com/Hotel_Review-g60795-d543627-Reviews-Kormansuites_Buttonwood_Square-Philadelphia_Pennsylvania.html,,,2001 Hamilton St,19130,Philadelphia
Grandview Suites,,http://www.tripadvisor.com/Hotel_Review-g60795-d595059-Reviews-Grandview_Suites-Philadelphia_Pennsylvania.html,,,1100 Vine Street,19107,Philadelphia
Parker-Spruce Hotel,,http://www.tripadvisor.com/Hotel_Review-g60795-d122337-Reviews-Parker_Spruce_Hotel-Philadelphia_Pennsylvania.html,,,261 South 13th Street,19107,Philadelphia
Hub Motel,,http://www.tripadvisor.com/Hotel_Review-g60795-d122324-Reviews-Hub_Motel-Philadelphia_Pennsylvania.html,,,7605 Roosevelt Blvd.,19152,Philadelphia
Blue Moon Hotel,,http://www.tripadvisor.com/Hotel_Review-g60795-d122328-Reviews-Blue_Moon_Hotel-Philadelphia_Pennsylvania.html,,,5105 Westminster Ave.,19131,Philadelphia
Skyview Plaza Hotel & Suites,2.5,http://www.tripadvisor.com/Hotel_Review-g60795-d1778574-Reviews-Skyview_Plaza_Hotel_Suites-Philadelphia_Pennsylvania.html,,,2033 Penrose Avenue,19145,Philadelphia
Days Inn Philadelphia - Roosevelt Boulevard,1.5,http://www.tripadvisor.com/Hotel_Review-g60795-d96684-Reviews-Days_Inn_Philadelphia_Roosevelt_Boulevard-Philadelphia_Pennsylvania.html,,,4200 Roosevelt Boulevard,19124,Philadelphia
North American Motor Inns,2,http://www.tripadvisor.com/Hotel_Review-g60795-d1861737-Reviews-North_American_Motor_Inns-Philadelphia_Pennsylvania.html,,,4444 City Avenue,19131,Philadelphia
Roosevelt Inn,,http://www.tripadvisor.com/Hotel_Review-g60795-d122335-Reviews-Roosevelt_Inn-Philadelphia_Pennsylvania.html,,,7600 Roosevelt Blvd,19152,Philadelphia
Szechuan China Royal,,http://www.tripadvisor.com/Hotel_Review-g60795-d1097234-Reviews-Szechuan_China_Royal-Philadelphia_Pennsylvania.html,,,727 Walnut St,19106,Philadelphia
Penn Tower Hotel,,http://www.tripadvisor.com/Hotel_Review-g60795-d102509-Reviews-Penn_Tower_Hotel-Philadelphia_Pennsylvania.html,,,Civic Center Boulevard at 34th Street,19104-4385,Philadelphia
Ramada Philadelphia,2,http://www.tripadvisor.com/Hotel_Review-g60795-d1164882-Reviews-Ramada_Philadelphia-Philadelphia_Pennsylvania.html,,,11580 Roosevelt Blvd,19116,Philadelphia
BEST WESTERN Center City Hotel,2.5,http://www.tripadvisor.com/Hotel_Review-g60795-d74370-Reviews-BEST_WESTERN_Center_City_Hotel-Philadelphia_Pennsylvania.html,,,501 North 22nd Street,19130,Philadelphia
Microtel Inn & Suites by Wyndham Philadelphia Airport,2,http://www.tripadvisor.com/Hotel_Review-g60795-d96715-Reviews-Microtel_Inn_Suites_by_Wyndham_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,8840 Tinicum Boulevard,19153,Philadelphia
Extended Stay America - Philadelphia - Airport - Bartram Ave.,2.5,http://www.tripadvisor.com/Hotel_Review-g60795-d102495-Reviews-Extended_Stay_America_Philadelphia_Airport_Bartram_Ave-Philadelphia_Pennsylvania.html,,,8880 Bartram Ave,19153,Philadelphia
Society Hill Hotel,,http://www.tripadvisor.com/Hotel_Review-g60795-d96730-Reviews-Society_Hill_Hotel-Philadelphia_Pennsylvania.html,,,301 Chestnut Street,19106,Philadelphia
Extended Stay America - Philadelphia - Airport - Tinicum Blvd.,2,http://www.tripadvisor.com/Hotel_Review-g60795-d102539-Reviews-Extended_Stay_America_Philadelphia_Airport_Tinicum_Blvd-Philadelphia_Pennsylvania.html,,,9000 Tinicum Blvd.,19153,Philadelphia
Comfort Inn Downtown/Historic Area,2.5,http://www.tripadvisor.com/Hotel_Review-g60795-d142181-Reviews-Comfort_Inn_Downtown_Historic_Area-Philadelphia_Pennsylvania.html,,,100 North Christopher Columbus Boulevard,19106,Philadelphia
Residence Inn Philadelphia Airport,3,http://www.tripadvisor.com/Hotel_Review-g60795-d102503-Reviews-Residence_Inn_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,4630 Island Avenue,19153,Philadelphia
Travelodge Philadelphia Convention Center,2,http://www.tripadvisor.com/Hotel_Review-g60795-d115448-Reviews-Travelodge_Philadelphia_Convention_Center-Philadelphia_Pennsylvania.html,,,1227 Race St.,19107,Philadelphia
Courtyard by Marriott Philadelphia Airport,3,http://www.tripadvisor.com/Hotel_Review-g60795-d102542-Reviews-Courtyard_by_Marriott_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,8900 Bartram Avenue,19153,Philadelphia
Hilton Philadelphia City Avenue,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d271793-Reviews-Hilton_Philadelphia_City_Avenue-Philadelphia_Pennsylvania.html,,,4200 City Avenue,19131,Philadelphia
Sheraton Suites Philadelphia Airport,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d220058-Reviews-Sheraton_Suites_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,4101 B Island Avenue,19153,Philadelphia
Fairfield Inn Philadelphia Airport,2.5,http://www.tripadvisor.com/Hotel_Review-g60795-d102537-Reviews-Fairfield_Inn_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,8800 Bartram Ave.,19153,Philadelphia
Renaissance Philadelphia Airport,4,http://www.tripadvisor.com/Hotel_Review-g60795-d96721-Reviews-Renaissance_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,500 Stevens Drive,19113,Philadelphia
Holiday Inn Philadelphia Stadium,3,http://www.tripadvisor.com/Hotel_Review-g60795-d102519-Reviews-Holiday_Inn_Philadelphia_Stadium-Philadelphia_Pennsylvania.html,,,900 Packer Ave.,19148,Philadelphia
Sheraton Philadelphia University City Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d102707-Reviews-Sheraton_Philadelphia_University_City_Hotel-Philadelphia_Pennsylvania.html,,,3549 Chestnut Street,19104,Philadelphia
Four Points by Sheraton Philadelphia Northeast,3,http://www.tripadvisor.com/Hotel_Review-g60795-d96726-Reviews-Four_Points_by_Sheraton_Philadelphia_Northeast-Philadelphia_Pennsylvania.html,,,9461 Roosevelt Boulevard,19114,Philadelphia
Four Points by Sheraton Philadelphia City Center,3,http://www.tripadvisor.com/Hotel_Review-g60795-d1176615-Reviews-Four_Points_by_Sheraton_Philadelphia_City_Center-Philadelphia_Pennsylvania.html,,,1201 Race Street,19107,Philadelphia
Hilton Philadelphia Airport,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d112137-Reviews-Hilton_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,4509 Island Avenue,19153,Philadelphia
Philadelphia Airport Marriott,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d115444-Reviews-Philadelphia_Airport_Marriott-Philadelphia_Pennsylvania.html,,,1 Arrivals Rd,19153,Philadelphia
Embassy Suites Philadelphia - Center City,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d96688-Reviews-Embassy_Suites_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,,,1776 Benjamin Franklin Pkwy,19103,Philadelphia
aloft Philadelphia Airport,3,http://www.tripadvisor.com/Hotel_Review-g60795-d1022889-Reviews-Aloft_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,4301 Island Avenue,19153,Philadelphia
Crowne Plaza Philadelphia West,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d96698-Reviews-Crowne_Plaza_Philadelphia_West-Philadelphia_Pennsylvania.html,,,4010 City Avenue,19131,Philadelphia
Sonesta Hotel Philadelphia,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d125307-Reviews-Sonesta_Hotel_Philadelphia-Philadelphia_Pennsylvania.html,,,1800 Market Street,19103,Philadelphia
Holiday Inn Hotel Historic District Philadelphia,3,http://www.tripadvisor.com/Hotel_Review-g60795-d112129-Reviews-Holiday_Inn_Hotel_Historic_District_Philadelphia-Philadelphia_Pennsylvania.html,,,400 Arch Street,19106,Philadelphia
Sheraton Philadelphia Downtown Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d102710-Reviews-Sheraton_Philadelphia_Downtown_Hotel-Philadelphia_Pennsylvania.html,,,201 North 17th Street,19103,Philadelphia
Club Quarters,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d217682-Reviews-Club_Quarters-Philadelphia_Pennsylvania.html,,,1628 Chestnut St,19103,Philadelphia
Conwell Inn,2.5,http://www.tripadvisor.com/Hotel_Review-g60795-d225275-Reviews-Conwell_Inn-Philadelphia_Pennsylvania.html,,,1331 West Berks Street,19122,Philadelphia
Hilton Garden Inn Philadelphia Center City,3,http://www.tripadvisor.com/Hotel_Review-g60795-d123541-Reviews-Hilton_Garden_Inn_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,,,1100 Arch Street,19107,Philadelphia
Embassy Suites Philadelphia - Airport,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d96686-Reviews-Embassy_Suites_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,9000 Bartram Avenue,19153,Philadelphia
Residence Inn Philadelphia Center City,3,http://www.tripadvisor.com/Hotel_Review-g60795-d247008-Reviews-Residence_Inn_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,,,One East Penn Square,19107,Philadelphia
Hyatt Regency Philadelphia at Penn's Landing,4,http://www.tripadvisor.com/Hotel_Review-g60795-d96711-Reviews-Hyatt_Regency_Philadelphia_at_Penn_s_Landing-Philadelphia_Pennsylvania.html,,,201 South Columbus Boulevard,19106,Philadelphia
Philadelphia Marriott Downtown,3.5,http://www.tripadvisor.com/Hotel_Review-g60795-d102466-Reviews-Philadelphia_Marriott_Downtown-Philadelphia_Pennsylvania.html,,,1201 Market Street,19107,Philadelphia
The Windsor Suites,3,http://www.tripadvisor.com/Hotel_Review-g60795-d122325-Reviews-The_Windsor_Suites-Philadelphia_Pennsylvania.html,,,1700 Benjamin Franklin Pkwy,19103,Philadelphia
Omni Hotel at Independence Park,4,http://www.tripadvisor.com/Hotel_Review-g60795-d112134-Reviews-Omni_Hotel_at_Independence_Park-Philadelphia_Pennsylvania.html,,,401 Chestnut Street,19106,Philadelphia
Homewood Suites Philadelphia - City Ave,3,http://www.tripadvisor.com/Hotel_Review-g60795-d483277-Reviews-Homewood_Suites_Philadelphia_City_Ave-Philadelphia_Pennsylvania.html,,,4200 City Ave,19131,Philadelphia
Four Seasons Hotel Philadelphia,5,http://www.tripadvisor.com/Hotel_Review-g60795-d112124-Reviews-Four_Seasons_Hotel_Philadelphia-Philadelphia_Pennsylvania.html,,,1 Logan Square,19103,Philadelphia
BEST WESTERN PLUS Independence Park Hotel,3,http://www.tripadvisor.com/Hotel_Review-g60795-d74363-Reviews-BEST_WESTERN_PLUS_Independence_Park_Hotel-Philadelphia_Pennsylvania.html,,,235 Chestnut Street,19106,Philadelphia
Sofitel Philadelphia Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60795-d122343-Reviews-Sofitel_Philadelphia_Hotel-Philadelphia_Pennsylvania.html,,,120 South 17th Street,19103,Philadelphia
AKA Rittenhouse Square,,http://www.tripadvisor.com/Hotel_Review-g60795-d662409-Reviews-AKA_Rittenhouse_Square-Philadelphia_Pennsylvania.html,,,135 South 18th Street,19103,Philadelphia
Morris House Hotel,3,http://www.tripadvisor.com/Hotel_Review-g60795-d499019-Reviews-Morris_House_Hotel-Philadelphia_Pennsylvania.html,,,225 S. 8th St.,19106,Philadelphia
The Independent,3,http://www.tripadvisor.com/Hotel_Review-g60795-d1091941-Reviews-The_Independent-Philadelphia_Pennsylvania.html,,,1234 Locust St.,19103,Philadelphia
Hilton Inn at Penn,4,http://www.tripadvisor.com/Hotel_Review-g60795-d224280-Reviews-Hilton_Inn_at_Penn-Philadelphia_Pennsylvania.html,,,3600 Sansom Street,19104,Philadelphia
Alexander Inn,,http://www.tripadvisor.com/Hotel_Review-g60795-d122315-Reviews-Alexander_Inn-Philadelphia_Pennsylvania.html,,,301 South 12th and Spruce Street,19107,Philadelphia
"Rittenhouse 1715, A Boutique Hotel",4,http://www.tripadvisor.com/Hotel_Review-g60795-d226730-Reviews-Rittenhouse_1715_A_Boutique_Hotel-Philadelphia_Pennsylvania.html,,,1715 Rittenhouse Square Street,19103,Philadelphia
Homewood Suites University City,3,http://www.tripadvisor.com/Hotel_Review-g60795-d3186945-Reviews-Homewood_Suites_University_City-Philadelphia_Pennsylvania.html,,,4109 Walnut Street,19104,Philadelphia
The Rittenhouse Hotel,5,http://www.tripadvisor.com/Hotel_Review-g60795-d96735-Reviews-The_Rittenhouse_Hotel-Philadelphia_Pennsylvania.html,,,210 West Rittenhouse Square,19103,Philadelphia
Hotel Monaco Philadelphia,4,http://www.tripadvisor.com/Hotel_Review-g60795-d3226761-Reviews-Hotel_Monaco_Philadelphia-Philadelphia_Pennsylvania.html,,,433 Chestnut Street,19106,Philadelphia
Royal Palms Resort and Spa,5,http://www.tripadvisor.com/Hotel_Review-g31310-d73943-Reviews-Royal_Palms_Resort_and_Spa-Phoenix_Arizona.html,,,5200 East Camelback Road,85018,Phoenix
Pinn Road Inn & Suites,2,http://www.tripadvisor.com/Hotel_Review-g60956-d2039194-Reviews-Pinn_Road_Inn_Suites-San_Antonio_Texas.html,,,2327 Pinn Road,78227,San Antonio
Hotel Valencia Riverwalk,4,http://www.tripadvisor.com/Hotel_Review-g60956-d258651-Reviews-Hotel_Valencia_Riverwalk-San_Antonio_Texas.html,,,150 East Houston Street,78205,San Antonio
Drury Inn & Suites Near La Cantera Parkway,3,http://www.tripadvisor.com/Hotel_Review-g60956-d1236032-Reviews-Drury_Inn_Suites_Near_La_Cantera_Parkway-San_Antonio_Texas.html,,,15806 IH-10 West,78249,San Antonio
Omni La Mansion del Rio,4,http://www.tripadvisor.com/Hotel_Review-g60956-d99458-Reviews-Omni_La_Mansion_del_Rio-San_Antonio_Texas.html,,,112 College St,78205,San Antonio
Drury Inn & Suites Riverwalk,3,http://www.tripadvisor.com/Hotel_Review-g60956-d123559-Reviews-Drury_Inn_Suites_Riverwalk-San_Antonio_Texas.html,,,201 North St Mary's,78205,San Antonio
Microtel Inn & Suites by Wyndham San Antonio/Near SeaWorld/Lackland AFB,2,http://www.tripadvisor.com/Hotel_Review-g60956-d2340364-Reviews-Microtel_Inn_Suites_by_Wyndham_San_Antonio_Near_SeaWorld_Lackland_AFB-San_Antonio_Texas.html,,,1605 West Loop 1604 South,78245,San Antonio
Embassy Suites Riverwalk,3.5,http://www.tripadvisor.com/Hotel_Review-g60956-d1732285-Reviews-Embassy_Suites_Riverwalk-San_Antonio_Texas.html,,,125 E. Houston St.,78205,San Antonio
"Country Inn & Suites By Carlson San Antonio Airport, TX",3,http://www.tripadvisor.com/Hotel_Review-g60956-d1200768-Reviews-Country_Inn_Suites_By_Carlson_San_Antonio_Airport_TX-San_Antonio_Texas.html,,,8505 Broadway,78217,San Antonio
Hampton Inn & Suites San Antonio-Airport,2.5,http://www.tripadvisor.com/Hotel_Review-g60956-d611291-Reviews-Hampton_Inn_Suites_San_Antonio_Airport-San_Antonio_Texas.html,,,8902 Jones Maltsberger Road,78216,San Antonio
Springhill Suites by Marriott San Antonio Downtown / Alamo Plaza,3,http://www.tripadvisor.com/Hotel_Review-g60956-d2151543-Reviews-Springhill_Suites_by_Marriott_San_Antonio_Downtown_Alamo_Plaza-San_Antonio_Texas.html,,,411 Bowie Street,78205,San Antonio
Hyatt Regency San Antonio,4,http://www.tripadvisor.com/Hotel_Review-g60956-d99455-Reviews-Hyatt_Regency_San_Antonio-San_Antonio_Texas.html,,,123 Losoya Street,78205,San Antonio
Courtyard San Antonio SeaWorld/Westover Hills,3,http://www.tripadvisor.com/Hotel_Review-g60956-d1438859-Reviews-Courtyard_San_Antonio_SeaWorld_Westover_Hills-San_Antonio_Texas.html,,,11605 State Highway 151,78251,San Antonio
Comfort Suites San Antonio NW Near Six Flags,2.5,http://www.tripadvisor.com/Hotel_Review-g60956-d1674220-Reviews-Comfort_Suites_San_Antonio_NW_Near_Six_Flags-San_Antonio_Texas.html,,,5130 Vantage Way,78249,San Antonio
Four Points by Sheraton San Antonio Northwest,3,http://www.tripadvisor.com/Hotel_Review-g60956-d1353074-Reviews-Four_Points_by_Sheraton_San_Antonio_Northwest-San_Antonio_Texas.html,,,6809 North Loop 1604 West,78249,San Antonio
